index,id,subscriber_id,source,source_id,delivered_time,website_id
3497,409298,19084,campaign,1218,2017-09-23 00:11:36.972162+00:00,673
2775,409315,19010,campaign,1218,2017-09-23 00:11:36.974256+00:00,673
2763,409335,18888,campaign,1218,2017-09-23 00:11:37.016522+00:00,673
2753,409359,18332,campaign,1218,2017-09-23 00:11:37.085611+00:00,673
2761,409337,18883,campaign,1218,2017-09-23 00:11:37.086090+00:00,673
2755,409352,18588,campaign,1218,2017-09-23 00:11:37.221444+00:00,673
2757,409347,18632,campaign,1218,2017-09-23 00:11:37.223836+00:00,673
2754,409353,18586,campaign,1218,2017-09-23 00:11:37.293189+00:00,673
2740,409376,17952,campaign,1218,2017-09-23 00:11:37.480662+00:00,673
2746,409368,12265,campaign,1218,2017-09-23 00:11:37.488399+00:00,673
2741,409374,17959,campaign,1218,2017-09-23 00:11:37.489773+00:00,673
2758,409346,18641,campaign,1218,2017-09-23 00:11:37.544356+00:00,673
2749,409364,18121,campaign,1218,2017-09-23 00:11:37.563554+00:00,673
2737,409382,17899,campaign,1218,2017-09-23 00:11:37.680497+00:00,673
2744,409370,18036,campaign,1218,2017-09-23 00:11:37.788262+00:00,673
2736,409386,17853,campaign,1218,2017-09-23 00:11:37.956328+00:00,673
2752,409360,15092,campaign,1218,2017-09-23 00:11:37.982953+00:00,673
2731,409396,17798,campaign,1218,2017-09-23 00:11:38.090294+00:00,673
2729,409419,11125,campaign,1218,2017-09-23 00:11:38.139045+00:00,673
3516,409262,19806,campaign,1218,2017-09-23 00:11:38.145654+00:00,673
2733,409393,17814,campaign,1218,2017-09-23 00:11:38.148859+00:00,673
2730,409397,17793,campaign,1218,2017-09-23 00:11:38.187658+00:00,673
2727,409426,17783,campaign,1218,2017-09-23 00:11:38.312086+00:00,673
2728,409421,9914,campaign,1218,2017-09-23 00:11:38.499159+00:00,673
2726,409427,17764,campaign,1218,2017-09-23 00:11:38.517607+00:00,673
2715,409446,17393,campaign,1218,2017-09-23 00:11:38.537625+00:00,673
2712,409455,17265,campaign,1218,2017-09-23 00:11:38.539898+00:00,673
2722,409435,17678,campaign,1218,2017-09-23 00:11:38.541450+00:00,673
2709,409460,17199,campaign,1218,2017-09-23 00:11:38.543299+00:00,673
3500,409293,19103,campaign,1218,2017-09-23 00:11:38.603157+00:00,673
2711,409457,17257,campaign,1218,2017-09-23 00:11:38.711381+00:00,673
2700,409473,16876,campaign,1218,2017-09-23 00:11:39.004611+00:00,673
2706,409463,17090,campaign,1218,2017-09-23 00:11:39.123348+00:00,673
2717,409443,17474,campaign,1218,2017-09-23 00:11:39.132038+00:00,673
2695,409479,16889,campaign,1218,2017-09-23 00:11:39.140798+00:00,673
2702,409469,17052,campaign,1218,2017-09-23 00:11:39.178707+00:00,673
2720,409440,17565,campaign,1218,2017-09-23 00:11:39.196760+00:00,673
2713,409451,17364,campaign,1218,2017-09-23 00:11:39.466171+00:00,673
2707,409462,17185,campaign,1218,2017-09-23 00:11:39.555648+00:00,673
2699,409474,16953,campaign,1218,2017-09-23 00:11:39.562970+00:00,673
2701,409472,17011,campaign,1218,2017-09-23 00:11:39.569338+00:00,673
2705,409464,17087,campaign,1218,2017-09-23 00:11:39.724318+00:00,673
2688,409487,12742,campaign,1218,2017-09-23 00:11:39.742946+00:00,673
2686,409490,16799,campaign,1218,2017-09-23 00:11:39.753742+00:00,673
2679,409503,16734,campaign,1218,2017-09-23 00:11:39.795700+00:00,673
2687,409488,16820,campaign,1218,2017-09-23 00:11:39.816356+00:00,673
2680,409500,16745,campaign,1218,2017-09-23 00:11:40.132338+00:00,673
2677,409506,16708,campaign,1218,2017-09-23 00:11:40.134704+00:00,673
2685,409492,16796,campaign,1218,2017-09-23 00:11:40.148888+00:00,673
2684,409493,16788,campaign,1218,2017-09-23 00:11:40.151409+00:00,673
2670,409513,16679,campaign,1218,2017-09-23 00:11:40.198328+00:00,673
2689,409485,16841,campaign,1218,2017-09-23 00:11:40.200211+00:00,673
2671,409512,16681,campaign,1218,2017-09-23 00:11:40.202648+00:00,673
2661,409529,16567,campaign,1218,2017-09-23 00:11:40.406819+00:00,673
2666,409519,16617,campaign,1218,2017-09-23 00:11:40.674323+00:00,673
2672,409511,16688,campaign,1218,2017-09-23 00:11:40.681055+00:00,673
2669,409515,16669,campaign,1218,2017-09-23 00:11:40.710588+00:00,673
2660,409531,21427,campaign,1218,2017-09-23 00:11:40.726901+00:00,673
2659,409533,21405,campaign,1218,2017-09-23 00:11:40.729236+00:00,673
2664,409524,16583,campaign,1218,2017-09-23 00:11:40.731886+00:00,673
2675,409508,16701,campaign,1218,2017-09-23 00:11:40.760993+00:00,673
2673,409510,16691,campaign,1218,2017-09-23 00:11:40.762998+00:00,673
2693,409481,16877,campaign,1218,2017-09-23 00:11:41.331883+00:00,673
2708,409461,17212,campaign,1218,2017-09-23 00:11:41.354043+00:00,673
2691,409483,16853,campaign,1218,2017-09-23 00:11:41.361850+00:00,673
2650,409546,16458,campaign,1218,2017-09-23 00:11:41.373164+00:00,673
2690,409484,16852,campaign,1218,2017-09-23 00:11:41.384885+00:00,673
2646,409551,16398,campaign,1218,2017-09-23 00:11:41.388950+00:00,673
2774,409316,19009,campaign,1218,2017-09-23 00:11:41.478038+00:00,673
2657,409535,16536,campaign,1218,2017-09-23 00:11:41.493130+00:00,673
2634,409577,16275,campaign,1218,2017-09-23 00:11:41.638552+00:00,673
2658,409534,16552,campaign,1218,2017-09-23 00:11:41.678930+00:00,673
2623,409595,16076,campaign,1218,2017-09-23 00:11:41.685469+00:00,673
2682,409497,16763,campaign,1218,2017-09-23 00:11:41.691381+00:00,673
2652,409543,16482,campaign,1218,2017-09-23 00:11:41.714657+00:00,673
2645,409556,16370,campaign,1218,2017-09-23 00:11:41.726888+00:00,673
2648,409549,16442,campaign,1218,2017-09-23 00:11:41.748787+00:00,673
2616,409626,12255,campaign,1218,2017-09-23 00:11:42.029160+00:00,673
2618,409605,15958,campaign,1218,2017-09-23 00:11:42.031389+00:00,673
2619,409603,15966,campaign,1218,2017-09-23 00:11:42.052664+00:00,673
2610,409640,14498,campaign,1218,2017-09-23 00:11:42.239332+00:00,673
2615,409630,12882,campaign,1218,2017-09-23 00:11:42.269455+00:00,673
2604,409650,13647,campaign,1218,2017-09-23 00:11:42.290851+00:00,673
2611,409639,13751,campaign,1218,2017-09-23 00:11:42.390102+00:00,673
2641,409566,16300,campaign,1218,2017-09-23 00:11:42.395065+00:00,673
2620,409599,15973,campaign,1218,2017-09-23 00:11:42.416141+00:00,673
2591,409685,13349,campaign,1218,2017-09-23 00:11:42.438805+00:00,673
2599,409658,14299,campaign,1218,2017-09-23 00:11:42.449079+00:00,673
2600,409656,13780,campaign,1218,2017-09-23 00:11:42.482385+00:00,673
2595,409678,14341,campaign,1218,2017-09-23 00:11:42.569721+00:00,673
2597,409671,14325,campaign,1218,2017-09-23 00:11:42.589222+00:00,673
2639,409571,16288,campaign,1218,2017-09-23 00:11:42.647251+00:00,673
2614,409631,15788,campaign,1218,2017-09-23 00:11:42.700716+00:00,673
2668,409517,16660,campaign,1218,2017-09-23 00:11:42.709948+00:00,673
2635,409576,16277,campaign,1218,2017-09-23 00:11:42.781037+00:00,673
2589,409694,13381,campaign,1218,2017-09-23 00:11:42.817451+00:00,673
2603,409653,13768,campaign,1218,2017-09-23 00:11:42.840850+00:00,673
2613,409633,15729,campaign,1218,2017-09-23 00:11:42.970157+00:00,673
2586,409703,13855,campaign,1218,2017-09-23 00:11:42.979285+00:00,673
2571,409729,9803,campaign,1218,2017-09-23 00:11:43.081461+00:00,673
2748,409366,18071,campaign,1218,2017-09-23 00:11:43.096888+00:00,673
2573,409727,13889,campaign,1218,2017-09-23 00:11:43.110260+00:00,673
2593,409681,13325,campaign,1218,2017-09-23 00:11:43.118618+00:00,673
2587,409702,14787,campaign,1218,2017-09-23 00:11:43.135307+00:00,673
2582,409710,13876,campaign,1218,2017-09-23 00:11:43.231026+00:00,673
2579,409714,9723,campaign,1218,2017-09-23 00:11:43.233924+00:00,673
2592,409684,15404,campaign,1218,2017-09-23 00:11:43.288383+00:00,673
2575,409725,9796,campaign,1218,2017-09-23 00:11:43.294026+00:00,673
2581,409711,13879,campaign,1218,2017-09-23 00:11:43.325001+00:00,673
2567,409739,17806,campaign,1218,2017-09-23 00:11:43.352026+00:00,673
2566,409747,12864,campaign,1218,2017-09-23 00:11:43.358494+00:00,673
2565,409751,10931,campaign,1218,2017-09-23 00:11:43.435314+00:00,673
2584,409706,13858,campaign,1218,2017-09-23 00:11:43.460737+00:00,673
2622,409596,15982,campaign,1218,2017-09-23 00:11:43.476384+00:00,673
2583,409709,14365,campaign,1218,2017-09-23 00:11:43.478336+00:00,673
2640,409568,14566,campaign,1218,2017-09-23 00:11:43.578827+00:00,673
2555,409786,10034,campaign,1218,2017-09-23 00:11:43.582283+00:00,673
2553,409790,10048,campaign,1218,2017-09-23 00:11:43.599309+00:00,673
2552,409791,10052,campaign,1218,2017-09-23 00:11:43.625506+00:00,673
2551,409792,10058,campaign,1218,2017-09-23 00:11:43.640851+00:00,673
2561,409777,9976,campaign,1218,2017-09-23 00:11:43.676318+00:00,673
2563,409774,9957,campaign,1218,2017-09-23 00:11:43.816511+00:00,673
2554,409787,13523,campaign,1218,2017-09-23 00:11:43.819216+00:00,673
2642,409564,16302,campaign,1218,2017-09-23 00:11:43.821689+00:00,673
2557,409782,10010,campaign,1218,2017-09-23 00:11:43.825666+00:00,673
2562,409776,9974,campaign,1218,2017-09-23 00:11:43.830014+00:00,673
2548,409795,10065,campaign,1218,2017-09-23 00:11:43.866970+00:00,673
2560,409779,9987,campaign,1218,2017-09-23 00:11:43.870050+00:00,673
2539,409818,10164,campaign,1218,2017-09-23 00:11:44.013387+00:00,673
2545,409804,10379,campaign,1218,2017-09-23 00:11:44.080432+00:00,673
2535,409823,10182,campaign,1218,2017-09-23 00:11:44.087155+00:00,673
2538,409819,10165,campaign,1218,2017-09-23 00:11:44.115801+00:00,673
2631,409582,16253,campaign,1218,2017-09-23 00:11:44.237337+00:00,673
2569,409734,13894,campaign,1218,2017-09-23 00:11:44.239643+00:00,673
2536,409822,10181,campaign,1218,2017-09-23 00:11:44.241986+00:00,673
2546,409800,10105,campaign,1218,2017-09-23 00:11:44.269517+00:00,673
2549,409794,10055,campaign,1218,2017-09-23 00:11:44.276755+00:00,673
2520,409847,10483,campaign,1218,2017-09-23 00:11:44.423054+00:00,673
2515,409859,10569,campaign,1218,2017-09-23 00:11:44.427676+00:00,673
2533,409828,10229,campaign,1218,2017-09-23 00:11:44.441575+00:00,673
2529,409833,13048,campaign,1218,2017-09-23 00:11:44.452853+00:00,673
2523,409840,10427,campaign,1218,2017-09-23 00:11:44.466540+00:00,673
2513,409865,14408,campaign,1218,2017-09-23 00:11:44.556367+00:00,673
2506,409877,10915,campaign,1218,2017-09-23 00:11:44.683717+00:00,673
2501,409889,11019,campaign,1218,2017-09-23 00:11:44.790716+00:00,673
2512,409866,10674,campaign,1218,2017-09-23 00:11:44.899424+00:00,673
2540,409817,10162,campaign,1218,2017-09-23 00:11:44.900095+00:00,673
2510,409869,13623,campaign,1218,2017-09-23 00:11:44.915007+00:00,673
2507,409876,10916,campaign,1218,2017-09-23 00:11:45.037513+00:00,673
2502,409886,11007,campaign,1218,2017-09-23 00:11:45.039114+00:00,673
2534,409825,10192,campaign,1218,2017-09-23 00:11:45.139937+00:00,673
2537,409820,10168,campaign,1218,2017-09-23 00:11:45.220092+00:00,673
2514,409862,10587,campaign,1218,2017-09-23 00:11:45.236585+00:00,673
1988,409901,11089,campaign,1218,2017-09-23 00:11:45.253777+00:00,673
1980,409912,11369,campaign,1218,2017-09-23 00:11:45.348262+00:00,673
2516,409854,10546,campaign,1218,2017-09-23 00:11:45.383429+00:00,673
1974,409922,11462,campaign,1218,2017-09-23 00:11:45.433522+00:00,673
2511,409867,14410,campaign,1218,2017-09-23 00:11:45.460048+00:00,673
1978,409915,11401,campaign,1218,2017-09-23 00:11:45.536074+00:00,673
2508,409875,10907,campaign,1218,2017-09-23 00:11:45.572218+00:00,673
1977,409919,11455,campaign,1218,2017-09-23 00:11:45.586287+00:00,673
1971,409925,11461,campaign,1218,2017-09-23 00:11:45.593366+00:00,673
1993,409893,11049,campaign,1218,2017-09-23 00:11:45.635568+00:00,673
1985,409907,11165,campaign,1218,2017-09-23 00:11:45.681236+00:00,673
1992,409896,11047,campaign,1218,2017-09-23 00:11:45.716237+00:00,673
1963,409935,11476,campaign,1218,2017-09-23 00:11:45.735984+00:00,673
1976,409920,11457,campaign,1218,2017-09-23 00:11:45.745155+00:00,673
1972,409924,11460,campaign,1218,2017-09-23 00:11:45.751313+00:00,673
1983,409909,11211,campaign,1218,2017-09-23 00:11:45.766498+00:00,673
1967,409929,11472,campaign,1218,2017-09-23 00:11:45.854426+00:00,673
2532,409829,10244,campaign,1218,2017-09-23 00:11:45.860532+00:00,673
1961,409937,11479,campaign,1218,2017-09-23 00:11:45.881588+00:00,673
1966,409931,11470,campaign,1218,2017-09-23 00:11:45.887650+00:00,673
1969,409927,11466,campaign,1218,2017-09-23 00:11:45.964659+00:00,673
1958,409941,11487,campaign,1218,2017-09-23 00:11:45.965955+00:00,673
1950,409951,11513,campaign,1218,2017-09-23 00:11:45.995969+00:00,673
1957,409942,11488,campaign,1218,2017-09-23 00:11:45.998850+00:00,673
1975,409921,11458,campaign,1218,2017-09-23 00:11:46.008693+00:00,673
1947,409955,11512,campaign,1218,2017-09-23 00:11:46.072887+00:00,673
1945,409957,11524,campaign,1218,2017-09-23 00:11:46.112093+00:00,673
1951,409949,11509,campaign,1218,2017-09-23 00:11:46.117437+00:00,673
1959,409940,11492,campaign,1218,2017-09-23 00:11:46.121202+00:00,673
1955,409944,11493,campaign,1218,2017-09-23 00:11:46.150216+00:00,673
1965,409933,11474,campaign,1218,2017-09-23 00:11:46.252673+00:00,673
1931,409987,11808,campaign,1218,2017-09-23 00:11:46.269012+00:00,673
1953,409946,11502,campaign,1218,2017-09-23 00:11:46.310091+00:00,673
1936,409978,11756,campaign,1218,2017-09-23 00:11:46.325999+00:00,673
1984,409908,15648,campaign,1218,2017-09-23 00:11:46.342230+00:00,673
1949,409952,11518,campaign,1218,2017-09-23 00:11:46.360848+00:00,673
1928,409991,11833,campaign,1218,2017-09-23 00:11:46.370580+00:00,673
1925,409994,14178,campaign,1218,2017-09-23 00:11:46.420567+00:00,673
1933,409984,11800,campaign,1218,2017-09-23 00:11:46.477666+00:00,673
1921,410008,11900,campaign,1218,2017-09-23 00:11:46.482236+00:00,673
2608,409643,14255,campaign,1218,2017-09-23 00:11:46.540538+00:00,673
1952,409947,11506,campaign,1218,2017-09-23 00:11:46.548623+00:00,673
1932,409985,11804,campaign,1218,2017-09-23 00:11:46.568287+00:00,673
1918,410012,11920,campaign,1218,2017-09-23 00:11:46.585183+00:00,673
1920,410009,11914,campaign,1218,2017-09-23 00:11:46.592056+00:00,673
1926,409993,11848,campaign,1218,2017-09-23 00:11:46.630851+00:00,673
2528,409835,10382,campaign,1218,2017-09-23 00:11:46.713571+00:00,673
1907,410028,13162,campaign,1218,2017-09-23 00:11:46.728507+00:00,673
1916,410015,11942,campaign,1218,2017-09-23 00:11:46.736936+00:00,673
1913,410020,11969,campaign,1218,2017-09-23 00:11:46.792830+00:00,673
1900,410044,12202,campaign,1218,2017-09-23 00:11:46.834912+00:00,673
1905,410032,12126,campaign,1218,2017-09-23 00:11:46.840718+00:00,673
1906,410031,13166,campaign,1218,2017-09-23 00:11:46.868362+00:00,673
1899,410045,12193,campaign,1218,2017-09-23 00:11:46.964846+00:00,673
1917,410013,11930,campaign,1218,2017-09-23 00:11:47.024621+00:00,673
1895,410049,12218,campaign,1218,2017-09-23 00:11:47.027208+00:00,673
1924,410002,11886,campaign,1218,2017-09-23 00:11:47.113091+00:00,673
1892,410061,12260,campaign,1218,2017-09-23 00:11:47.164692+00:00,673
2524,409839,10430,campaign,1218,2017-09-23 00:11:47.213066+00:00,673
1891,410063,12262,campaign,1218,2017-09-23 00:11:47.245980+00:00,673
1883,410075,12315,campaign,1218,2017-09-23 00:11:47.346623+00:00,673
1885,410073,12321,campaign,1218,2017-09-23 00:11:47.356231+00:00,673
1880,410082,15945,campaign,1218,2017-09-23 00:11:47.396733+00:00,673
1879,410083,15944,campaign,1218,2017-09-23 00:11:47.416730+00:00,673
1876,410089,15938,campaign,1218,2017-09-23 00:11:47.483250+00:00,673
1908,410027,13616,campaign,1218,2017-09-23 00:11:47.512728+00:00,673
1896,410048,12216,campaign,1218,2017-09-23 00:11:47.539523+00:00,673
1873,410096,15928,campaign,1218,2017-09-23 00:11:47.599037+00:00,673
1867,410113,15867,campaign,1218,2017-09-23 00:11:47.603666+00:00,673
1875,410091,15936,campaign,1218,2017-09-23 00:11:47.619234+00:00,673
1871,410099,15924,campaign,1218,2017-09-23 00:11:47.658706+00:00,673
1862,410134,14324,campaign,1218,2017-09-23 00:11:47.668393+00:00,673
1864,410117,15127,campaign,1218,2017-09-23 00:11:47.706907+00:00,673
1860,410144,10726,campaign,1218,2017-09-23 00:11:47.767972+00:00,673
1859,410150,9788,campaign,1218,2017-09-23 00:11:47.825290+00:00,673
1855,410176,12346,campaign,1218,2017-09-23 00:11:47.840520+00:00,673
1856,410173,12336,campaign,1218,2017-09-23 00:11:47.840544+00:00,673
1861,410135,14162,campaign,1218,2017-09-23 00:11:47.873084+00:00,673
1865,410115,15159,campaign,1218,2017-09-23 00:11:47.892793+00:00,673
1858,410163,12249,campaign,1218,2017-09-23 00:11:47.939241+00:00,673
1863,410133,13272,campaign,1218,2017-09-23 00:11:48.017072+00:00,673
1850,410184,12389,campaign,1218,2017-09-23 00:11:48.051671+00:00,673
1846,410189,12436,campaign,1218,2017-09-23 00:11:48.054834+00:00,673
1874,410093,15933,campaign,1218,2017-09-23 00:11:48.077886+00:00,673
1845,410191,13184,campaign,1218,2017-09-23 00:11:48.087605+00:00,673
1844,410192,12440,campaign,1218,2017-09-23 00:11:48.090869+00:00,673
1851,410183,13739,campaign,1218,2017-09-23 00:11:48.124866+00:00,673
1847,410187,12428,campaign,1218,2017-09-23 00:11:48.161412+00:00,673
1854,410177,12347,campaign,1218,2017-09-23 00:11:48.219277+00:00,673
1839,410204,9876,campaign,1218,2017-09-23 00:11:48.224614+00:00,673
1838,410205,9906,campaign,1218,2017-09-23 00:11:48.231810+00:00,673
1897,410047,12211,campaign,1218,2017-09-23 00:11:48.237517+00:00,673
1830,410218,10505,campaign,1218,2017-09-23 00:11:48.247280+00:00,673
1829,410221,10515,campaign,1218,2017-09-23 00:11:48.249292+00:00,673
1832,410213,10215,campaign,1218,2017-09-23 00:11:48.254932+00:00,673
1866,410114,15866,campaign,1218,2017-09-23 00:11:48.371053+00:00,673
1826,410227,10584,campaign,1218,2017-09-23 00:11:48.449541+00:00,673
1819,410238,14216,campaign,1218,2017-09-23 00:11:48.457816+00:00,673
1813,410244,11436,campaign,1218,2017-09-23 00:11:48.459967+00:00,673
1822,410232,10635,campaign,1218,2017-09-23 00:11:48.462364+00:00,673
1816,410241,11404,campaign,1218,2017-09-23 00:11:48.474682+00:00,673
1818,410239,10772,campaign,1218,2017-09-23 00:11:48.486455+00:00,673
1811,410247,11564,campaign,1218,2017-09-23 00:11:48.534025+00:00,673
1820,410235,10670,campaign,1218,2017-09-23 00:11:48.585032+00:00,673
1801,410259,12272,campaign,1218,2017-09-23 00:11:48.625510+00:00,673
1806,410252,12102,campaign,1218,2017-09-23 00:11:48.640429+00:00,673
1802,410257,12140,campaign,1218,2017-09-23 00:11:48.677497+00:00,673
1807,410251,12067,campaign,1218,2017-09-23 00:11:48.727643+00:00,673
1799,410262,12291,campaign,1218,2017-09-23 00:11:48.775439+00:00,673
1812,410246,11485,campaign,1218,2017-09-23 00:11:48.783106+00:00,673
1810,410248,11568,campaign,1218,2017-09-23 00:11:48.792585+00:00,673
1788,410277,12600,campaign,1218,2017-09-23 00:11:48.832442+00:00,673
2756,409349,18616,campaign,1218,2017-09-23 00:11:48.893115+00:00,673
1795,410268,12368,campaign,1218,2017-09-23 00:11:48.895697+00:00,673
1800,410260,12279,campaign,1218,2017-09-23 00:11:48.911204+00:00,673
1785,410280,12623,campaign,1218,2017-09-23 00:11:48.914828+00:00,673
1781,410286,12697,campaign,1218,2017-09-23 00:11:49.011966+00:00,673
1787,410278,14223,campaign,1218,2017-09-23 00:11:49.104496+00:00,673
1798,410265,12353,campaign,1218,2017-09-23 00:11:49.119179+00:00,673
1784,410283,12650,campaign,1218,2017-09-23 00:11:49.126543+00:00,673
1780,410287,11795,campaign,1218,2017-09-23 00:11:49.129250+00:00,673
1774,410298,12867,campaign,1218,2017-09-23 00:11:49.135843+00:00,673
1782,410285,12677,campaign,1218,2017-09-23 00:11:49.228583+00:00,673
1777,410293,12809,campaign,1218,2017-09-23 00:11:49.405602+00:00,673
1776,410296,12854,campaign,1218,2017-09-23 00:11:49.409534+00:00,673
2525,409838,10412,campaign,1218,2017-09-23 00:11:49.441570+00:00,673
1786,410279,12618,campaign,1218,2017-09-23 00:11:49.445178+00:00,673
1824,410229,10596,campaign,1218,2017-09-23 00:11:49.447642+00:00,673
1783,410284,12648,campaign,1218,2017-09-23 00:11:49.463224+00:00,673
1898,410046,12208,campaign,1218,2017-09-23 00:11:49.508158+00:00,673
1762,410319,15032,campaign,1218,2017-09-23 00:11:49.616308+00:00,673
1790,410274,12579,campaign,1218,2017-09-23 00:11:49.622355+00:00,673
1767,410311,11423,campaign,1218,2017-09-23 00:11:49.630999+00:00,673
1761,410320,15021,campaign,1218,2017-09-23 00:11:49.646394+00:00,673
1757,410324,13191,campaign,1218,2017-09-23 00:11:49.734111+00:00,673
1773,410300,12875,campaign,1218,2017-09-23 00:11:49.755150+00:00,673
2716,409445,17436,campaign,1218,2017-09-23 00:11:49.762400+00:00,673
1797,410266,12364,campaign,1218,2017-09-23 00:11:49.783330+00:00,673
3544,409214,20584,campaign,1218,2017-09-23 00:11:49.805130+00:00,673
2556,409783,13900,campaign,1218,2017-09-23 00:11:49.815123+00:00,673
1760,410321,15025,campaign,1218,2017-09-23 00:11:49.832976+00:00,673
1756,410360,15062,campaign,1218,2017-09-23 00:11:49.860636+00:00,673
1911,410022,11999,campaign,1218,2017-09-23 00:11:49.869840+00:00,673
2617,409606,15956,campaign,1218,2017-09-23 00:11:49.894305+00:00,673
1754,410362,15088,campaign,1218,2017-09-23 00:11:49.919444+00:00,673
1748,410370,15109,campaign,1218,2017-09-23 00:11:49.941052+00:00,673
1742,410378,15196,campaign,1218,2017-09-23 00:11:49.944546+00:00,673
1745,410375,15174,campaign,1218,2017-09-23 00:11:49.948842+00:00,673
1740,410381,15206,campaign,1218,2017-09-23 00:11:49.986630+00:00,673
1739,410382,15234,campaign,1218,2017-09-23 00:11:50.056338+00:00,673
1741,410380,15205,campaign,1218,2017-09-23 00:11:50.094822+00:00,673
2667,409518,16648,campaign,1218,2017-09-23 00:11:50.131503+00:00,673
1743,410377,15187,campaign,1218,2017-09-23 00:11:51.028587+00:00,673
1791,410273,14476,campaign,1218,2017-09-23 00:12:10.092318+00:00,673
2718,409442,17479,campaign,1218,2017-09-23 00:12:11.048033+00:00,673
1923,410003,11882,campaign,1218,2017-09-23 00:12:11.929234+00:00,673
1752,410364,15086,campaign,1218,2017-09-23 00:12:11.931084+00:00,673
1852,410181,13635,campaign,1218,2017-09-23 00:12:16.050086+00:00,673
1796,410267,12367,campaign,1218,2017-09-23 00:12:20.084605+00:00,673
1771,410305,14233,campaign,1218,2017-09-23 00:12:24.093739+00:00,673
1857,410172,12333,campaign,1218,2017-09-23 00:12:28.114841+00:00,673
1840,410200,9736,campaign,1218,2017-09-23 00:12:33.453001+00:00,673
1970,409926,11463,campaign,1218,2017-09-23 00:12:34.114302+00:00,673
2564,409771,15845,campaign,1218,2017-09-23 00:12:46.109260+00:00,673
2738,409380,17903,campaign,1218,2017-09-23 00:12:53.240678+00:00,673
2578,409721,14079,campaign,1218,2017-09-23 00:13:08.072697+00:00,673
3557,409192,21154,campaign,1218,2017-09-23 00:13:50.278078+00:00,673
2527,409836,10400,campaign,1218,2017-09-23 00:13:52.280693+00:00,673
1927,409992,11827,campaign,1218,2017-09-23 00:13:58.286617+00:00,673
2694,409480,16878,campaign,1218,2017-09-23 00:14:00.244533+00:00,673
1877,410085,15942,campaign,1218,2017-09-23 00:14:44.350006+00:00,673
1979,409913,11381,campaign,1218,2017-09-23 00:14:46.160689+00:00,673
2504,409883,10969,campaign,1218,2017-09-23 00:15:02.827666+00:00,673
2696,409477,16905,campaign,1218,2017-09-23 00:15:06.432990+00:00,673
1823,410231,10638,campaign,1218,2017-09-23 00:15:06.517339+00:00,673
1954,409945,11501,campaign,1218,2017-09-23 00:15:34.509448+00:00,673
1904,410033,12128,campaign,1218,2017-09-23 00:16:00.577518+00:00,673
1941,409965,11632,campaign,1218,2017-09-23 00:16:09.857394+00:00,673
1890,410064,12258,campaign,1218,2017-09-23 00:16:09.861845+00:00,673
2649,409547,16450,campaign,1218,2017-09-23 00:16:38.616487+00:00,673
1753,410363,15082,campaign,1218,2017-09-23 00:16:41.226303+00:00,673
1986,409906,11128,campaign,1218,2017-09-23 00:16:42.636826+00:00,673
3552,409200,20976,campaign,1218,2017-09-23 00:16:46.227362+00:00,673
3564,409182,21352,campaign,1218,2017-09-23 00:17:16.262918+00:00,673
1841,410198,9724,campaign,1218,2017-09-23 00:17:37.808581+00:00,673
1737,410387,15309,campaign,1218,2017-09-23 00:18:02.748622+00:00,673
2626,409589,16234,campaign,1218,2017-09-23 00:18:06.274583+00:00,673
1809,410249,11591,campaign,1218,2017-09-23 00:18:10.772531+00:00,673
2509,409872,14414,campaign,1218,2017-09-23 00:18:12.258472+00:00,673
1835,410210,10113,campaign,1218,2017-09-23 00:18:40.543295+00:00,673
2632,409581,16254,campaign,1218,2017-09-23 00:18:45.818829+00:00,673
2724,409430,17712,campaign,1218,2017-09-23 00:18:52.844564+00:00,673
2621,409597,15977,campaign,1218,2017-09-23 00:19:34.931317+00:00,673
1825,410228,10586,campaign,1218,2017-09-23 00:20:04.028080+00:00,673
1962,409936,11482,campaign,1218,2017-09-23 00:20:11.437148+00:00,673
1849,410185,14205,campaign,1218,2017-09-23 00:20:23.368038+00:00,673
1775,410297,12860,campaign,1218,2017-09-23 00:21:38.469537+00:00,673
3502,409289,19136,campaign,1218,2017-09-23 00:21:51.312540+00:00,673
1766,410312,14933,campaign,1218,2017-09-23 00:24:09.583102+00:00,673
2568,409737,13897,campaign,1218,2017-09-23 00:24:17.615394+00:00,673
2607,409644,12913,campaign,1218,2017-09-23 00:26:21.495076+00:00,673
2550,409793,10062,campaign,1218,2017-09-23 00:26:31.390515+00:00,673
1956,409943,11491,campaign,1218,2017-09-23 00:27:23.976756+00:00,673
3538,409223,20276,campaign,1218,2017-09-23 00:29:11.476696+00:00,673
3534,409228,20235,campaign,1218,2017-09-23 00:29:11.478885+00:00,673
1793,410271,12380,campaign,1218,2017-09-23 00:29:26.720366+00:00,673
2714,409449,17383,campaign,1218,2017-09-23 00:29:36.721579+00:00,673
1755,410361,15076,campaign,1218,2017-09-23 00:30:46.828262+00:00,673
1749,410368,15103,campaign,1218,2017-09-23 00:30:47.473399+00:00,673
1817,410240,11402,campaign,1218,2017-09-23 00:31:14.436747+00:00,673
3520,409255,19851,campaign,1218,2017-09-23 00:31:38.496989+00:00,673
1842,410196,9716,campaign,1218,2017-09-23 00:32:28.617821+00:00,673
1935,409982,11794,campaign,1218,2017-09-23 00:35:28.900015+00:00,673
3527,409239,20106,campaign,1218,2017-09-23 00:38:35.089799+00:00,673
